Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
اچیرونین,Acheronian,dark and dismal as of the rivers Acheron and Styx in Hades; ; -Wordsworth,ا چ ی ر و ن ی ن,8,Medium
سایہ دار,shaded,protected from heat and light with shade or shadow; ; - Alexander Pope,س ا ی ہ   د ا ر,8,Medium
غیر شیڈڈ,unshaded,not darkened or dimmed by shade,غ ی ر   ش ی ڈ ڈ,8,Medium
متعصبانہ,prejudiced,being biased or having a belief or attitude formed beforehand,م ت ع ص ب ا ن ہ,8,Medium
نسل پرست,racist,discriminatory especially on the basis of race or religion,ن س ل   پ ر س ت,8,Medium
جنس پرست,sexist,discriminatory on the basis of sex (usually said of men's attitude toward women),ج ن س   پ ر س ت,8,Medium
تعمیر نو,reconstructed,adapted to social or economic change,ت ع م ی ر   ن و,8,Medium
برادرانہ,fraternal,(of twins) derived from two separate fertilized ova,ب ر ا د ر ا ن ہ,8,Medium
ایک جیسی,identical,(of twins) derived from a single egg or ovum,ا ی ک   ج ی س ی,8,Medium
خوش مزاج,euphonious,having a pleasant sound,خ و ش   م ز ا ج,8,Medium
بغیر ونڈ,windless,without or almost without wind,ب غ ی ر   و ن ڈ,8,Medium
نظرانداز,neglected,lacking a caretaker,ن ظ ر ا ن د ا ز,8,Medium
گوشت خور,carnivorous,(used of plants as well as animals) feeding on animals,گ و ش ت   خ و ر,8,Medium
پیش گوئی,predacious,hunting and killing other animals for food,پ ی ش   گ و ئ ی,8,Medium
کارپوفگس,carpophagous,feeding on fruit,ک ا ر پ و ف گ س,8,Medium
کیڑے مار,insectivorous,(of animals and plants) feeding on insects,ک ی ڑ ے   م ا ر,8,Medium
فلش سیمی,flush-seamed,laid edge to edge (not overlapping),ف ل ش   س ی م ی,8,Medium
لاپیڈرین,lapidarian,inscribed on stone,ل ا پ ی ڈ ر ی ن,8,Medium
کٹے ہوئے,sliced,used of meat; cut into pieces for serving,ک ٹ ے   ہ و ئ ے,8,Medium
غیر منظم,unexpurgated,not having material deleted; - Havelock Ellis,غ ی ر   م ن ظ م,8,Medium
کینچی دم,scissor-tailed,(of birds) having a deeply forked tail,ک ی ن چ ی   د م,8,Medium
مختصر دم,short-tailed,having a short tail,م خ ت ص ر   د م,8,Medium
اکولیسنٹ,acaulescent,(of plants) having no apparent stem above ground,ا ک و ل ی س ن ٹ,8,Medium
اسٹرنٹری,sternutatory,causing sneezing,ا س ٹ ر ن ٹ ر ی,8,Medium
گرم مزاج,hotheaded,characterized by undue haste and lack of thought or deliberation; ; ; ; ; (`brainish' is archaic),گ ر م   م ز ا ج,8,Medium
سنگل سیل,single-celled,having a single cell (and thus not divided into cells),س ن گ ل   س ی ل,8,Medium
غیر گنتی,uncompartmented,not compartmented; not divided into compartments or isolated units,غ ی ر   گ ن ت ی,8,Medium
غیر متفق,unconvinced,lacking conviction,غ ی ر   م ت ف ق,8,Medium
پیش گوئی,foreordained,established or prearranged unalterably,پ ی ش   گ و ئ ی,8,Medium
سائٹ میں,in-situ,being in the original position; not having been moved,س ا ئ ٹ   م ی ں,8,Medium
غیرضروری,uncharged,of a particle or body or system; having no charge,غ ی ر ض ر و ر ی,8,Medium
غیرضروری,unchartered,not chartered,غ ی ر ض ر و ر ی,8,Medium
خوش مزاج,cheerful,being full of or promoting cheer; having or showing good spirits,خ و ش   م ز ا ج,8,Medium
نیلے رنگ,blue,causing dejection,ن ی ل ے   ر ن گ,8,Medium
سیاہ سرخ,blackish-red,of red tinged with black,س ی ا ہ   س ر خ,8,Medium
بوتل سبز,bottle-green,of a dark to moderate greyish green color,ب و ت ل   س ب ز,8,Medium
روشن سرخ,bright-red,of the red of fresh raspberries,ر و ش ن   س ر خ,8,Medium
بف براؤن,buff-brown,of brown tinged with buff,ب ف   ب ر ا ؤ ن,8,Medium
شاہ بلوط,chestnut,(of hair or feathers) of a golden brown to reddish brown color,ش ا ہ   ب ل و ط,8,Medium
مور نیلے,peacock-blue,of bright greenish blue,م و ر   ن ی ل ے,8,Medium
سرخ گلاب,rose-red,of a deep slightly bluish red color,س ر خ   گ ل ا ب,8,Medium
زنگ آلود,rust-red,of a red color tinged with rust,ز ن گ   آ ل و د,8,Medium
شراب سرخ,wine-red,of something having the dark red color of red wine,ش ر ا ب   س ر خ,8,Medium
پیلے رنگ,yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,پ ی ل ے   ر ن گ,8,Medium
پیلا سبز,yellow-green,of a color midway between yellow and green,پ ی ل ا   س ب ز,8,Medium
گرے بلیک,grey-black,of black tinged with grey,گ ر ے   ب ل ی ک,8,Medium
سبز سفید,green-white,of white flowers tinged with green,س ب ز   س ف ی د,8,Medium
آئرن گرے,iron-grey,of the grey color of iron,آ ئ ر ن   گ ر ے,8,Medium
للی وائٹ,lily-white,of a pure white color,ل ل ی   و ا ئ ٹ,8,Medium
برف سفید,snow-white,of the white color of snow,ب ر ف   س ف ی د,8,Medium
سوٹ بلیک,soot-black,of the black color of soot,س و ٹ   ب ل ی ک,8,Medium
روشن رنگ,brightly-colored,having a bright color,ر و ش ن   ر ن گ,8,Medium
کریم رنگ,cream-colored,having the color of fresh cream,ک ر ی م   ر ن گ,8,Medium
سیاہ رنگ,dark-colored,having a dark color,س ی ا ہ   ر ن گ,8,Medium
سیسہ رنگ,lead-colored,having the color of lead,س ی س ہ   ر ن گ,8,Medium
پیلا رنگ,pale-colored,having a pale color,پ ی ل ا   ر ن گ,8,Medium
سرخ پھول,red-flowered,having red flowers,س ر خ   پ ھ و ل,8,Medium
گلاب رنگ,rose-colored,having a rose color,گ ل ا ب   ر ن گ,8,Medium
achromic,achromic,having no color,a c h r o m i c,8,Medium
پیش کردہ,prefaded,(of fabric or clothing) having been given a faded (weathered) appearance by artificial means,پ ی ش   ک ر د ہ,8,Medium
کئی طرفہ,many-sided,full of variety or interest,ک ئ ی   ط ر ف ہ,8,Medium
مسیح لیس,christless,not believing in Christ,م س ی ح   ل ی س,8,Medium
غیر مہذب,noncivilized,not having a high state of culture and social development,غ ی ر   م ہ ذ ب,8,Medium
غیر سلام,unsullied,spotlessly clean and fresh,غ ی ر   س ل ا م,8,Medium
گستاخانہ,blasphemous,characterized by profanity or cursing,گ س ت ا خ ا ن ہ,8,Medium
غیر واضح,unclear,not clear to the mind,غ ی ر   و ا ض ح,8,Medium
غیر واضح,obscure,not clearly understood or expressed; ; -Anatole Broyard; - P.A.Sorokin; - John Locke,غ ی ر   و ا ض ح,8,Medium
بے ساختہ,unclouded,not made opaque or cloudy by sediment,ب ے   س ا خ ت ہ,8,Medium
ابر آلود,cloudy,(of liquids) clouded as with sediment,ا ب ر   آ ل و د,8,Medium
پالا ہوا,frosted,(of glass) having a roughened coating resembling frost,پ ا ل ا   ہ و ا,8,Medium
دور دراز,far-flung,remote,د و ر   د ر ا ز,8,Medium
بھرا ہوا,appressed,pressed close to or lying flat against something; ; -L.V.Pirsson,ب ھ ر ا   ہ و ا,8,Medium
قریب سیٹ,close-set,set close together,ق ر ی ب   س ی ٹ,8,Medium
الٹیرئیر,ulterior,beyond or outside an area of immediate interest; remote; ; - G.B.Shaw,ا ل ٹ ی ر ئ ی ر,8,Medium
بے ساختہ,uncousinly,not befitting a cousin,ب ے   س ا خ ت ہ,8,Medium
سرخ لیپت,red-coated,used of British soldiers during the American Revolutionary War because of their red coats,س ر خ   ل ی پ ت,8,Medium
ننگے گدا,bare-assed,(used informally) completely unclothed,ن ن گ ے   گ د ا,8,Medium
ننگے ہیڈ,bareheaded,having the head uncovered,ن ن گ ے   ہ ی ڈ,8,Medium
بے بنیاد,bottomless,unclothed especially below the waist or featuring such nudeness,ب ے   ب ن ی ا د,8,Medium
ماں ننگا,mother-naked,as naked as at birth,م ا ں   ن ن گ ا,8,Medium
آف کندھا,off-the-shoulder,not covering the shoulders (especially in the case of a blouse or dress),آ ف   ک ن د ھ ا,8,Medium
چھین لیا,stripped,with clothing stripped off,چ ھ ی ن   ل ی ا,8,Medium
غیر مقلد,unappareled,having removed clothing,غ ی ر   م ق ل د,8,Medium
ننگے بیک,bareback,riding without a saddle,ن ن گ ے   ب ی ک,8,Medium
شائع ہوا,published,prepared and printed for distribution and sale,ش ا ئ ع   ہ و ا,8,Medium
اطلاع دی,reported,made known or told about; especially presented in a formal account,ا ط ل ا ع   د ی,8,Medium
کے مطابق,according,(followed by `to') as reported or stated by,ک ے   م ط ا ب ق,8,Medium
قابل فہم,notifiable,requiring that official notification be given,ق ا ب ل   ف ہ م,8,Medium
ہوم لائک,homelike,having a feeling of home; cozy and comfortable,ہ و م   ل ا ئ ک,8,Medium
لاپرواہی,comfortless,without comfort,ل ا پ ر و ا ہ ی,8,Medium
ہم آہنگی,coextensive,being of equal extent or scope or duration,ہ م   آ ہ ن گ ی,8,Medium
مواصلاتی,communicative,able or tending to communicate; - W.M.Thackeray,م و ا ص ل ا ت ی,8,Medium
مواصلاتی,communicational,used in communication,م و ا ص ل ا ت ی,8,Medium
افسوس ہے,serried,(especially of rows as of troops or mountains) pressed together,ا ف س و س   ہ ے,8,Medium
تمام وقت,all-time,unsurpassed in some respect up to the present,ت م ا م   و ق ت,8,Medium
ہم آہنگی,harmonious,existing together in harmony,ہ م   آ ہ ن گ ی,8,Medium
غیر منظم,uncongenial,used of plant stock or scions; incapable of being grafted,غ ی ر   م ن ظ م,8,Medium
feckless,feckless,generally incompetent and ineffectual,f e c k l e s s,8,Medium
غیر موثر,ineffective,lacking the ability or skill to perform effectively; inadequate,غ ی ر   م و ث ر,8,Medium
وعدہ کیا,pledged,bound by or as if by an oath,و ع د ہ   ک ی ا,8,Medium
کمپوزیشن,composed,serenely self-possessed and free from agitation especially in times of stress,ک م پ و ز ی ش ن,8,Medium
قابل فہم,comprehensible,capable of being comprehended or understood,ق ا ب ل   ف ہ م,8,Medium
موٹی سیٹ,thickset,planted or growing close together,م و ٹ ی   س ی ٹ,8,Medium
کم کثافت,low-density,having low concentration,ک م   ک ث ا ف ت,8,Medium
پریتوادت,haunted,having or showing excessive or compulsive concern with something,پ ر ی ت و ا د ت,8,Medium
براہ راست,direct,lacking compromising or mitigating elements; exact,ب ر ا ہ   ر ا س ت,9,Hard
قابل قبول,receptive,able to absorb liquid (not repellent),ق ا ب ل   ق ب و ل,9,Hard
سنسنی خیز,ascetic,practicing great self-denial; - William James,س ن س ن ی   خ ی ز,9,Hard
بہت زیادہ,abounding,existing in abundance,ب ہ ت   ز ی ا د ہ,9,Hard
قابل قبول,acceptable,worthy of acceptance or satisfactory,ق ا ب ل   ق ب و ل,9,Hard
واپس باہر,outback,inaccessible and sparsely populated,و ا پ س   ب ا ہ ر,9,Hard
غیر منقطع,unaccommodating,not accommodating,غ ی ر   م ن ق ط ع,9,Hard
الکلیسینٹ,alkalescent,tending to become alkaline; slightly alkaline,ا ل ک ل ی س ی ن ٹ,9,Hard
بیس تشکیل,base-forming,yielding a base in aqueous solution,ب ی س   ت ش ک ی ل,9,Hard
تسلیم کیا,acknowledged,recognized or made known or admitted,ت س ل ی م   ک ی ا,9,Hard
قابل بیان,declarable,that must be declared,ق ا ب ل   ب ی ا ن,9,Hard
غیر موزوں,unappreciated,having value that is not acknowledged,غ ی ر   م و ز و ں,9,Hard
ایکروپیٹل,acropetal,of leaves or flowers; developing or opening in succession from base to apex,ا ی ک ر و پ ی ٹ ل,9,Hard
ایکروبیٹک,acrobatic,vigorously active,ا ی ک ر و ب ی ٹ ک,9,Hard
جا رہا ہے,going,in full operation,ج ا   ر ہ ا   ہ ے,9,Hard
ترقی پسند,progressive,advancing in severity,ت ر ق ی   پ س ن د,9,Hard
ہاتھوں سے,hands-on,involving active participation,ہ ا ت ھ و ں   س ے,9,Hard
ایورولینٹ,avirulent,not virulent; unable to produce disease,ا ی و ر و ل ی ن ٹ,9,Hard
غیر منقطع,nonaddictive,not causing or characterized by addiction,غ ی ر   م ن ق ط ع,9,Hard
انٹرکلیری,intercalary,having a day or month inserted to make the calendar year correspond to the solar year,ا ن ٹ ر ک ل ی ر ی,9,Hard
بانڈ ایبل,bondable,capable of holding together or cohering; as particles in a mass,ب ا ن ڈ   ا ی ب ل,9,Hard
گم کی طرح,gum-like,resembling chewing gum,گ م   ک ی   ط ر ح,9,Hard
قابل قبول,adoptable,suitable or eligible for adoption,ق ا ب ل   ق ب و ل,9,Hard
دھوکہ دہی,tricked-out,decorated in a particular way,د ھ و ک ہ   د ہ ی,9,Hard
غیر محفوظ,unadorned,not decorated with something to increase its beauty or distinction,غ ی ر   م ح ف و ظ,9,Hard
حاضر جواب,quick-witted,mentally nimble and resourceful,ح ا ض ر   ج و ا ب,9,Hard
فائدہ مند,advantageous,giving an advantage,ف ا ئ د ہ   م ن د,9,Hard
فائدہ مند,beneficial,promoting or enhancing well-being,ف ا ئ د ہ   م ن د,9,Hard
غیر متاثر,unimpressed,not moved to serious regard,غ ی ر   م ت ا ث ر,9,Hard
زندگی بھر,lifelike,free from artificiality,ز ن د گ ی   ب ھ ر,9,Hard
قبول کرنا,accepting,tolerating without protest,ق ب و ل   ک ر ن ا,9,Hard
واٹر بورن,waterborne,supported by water,و ا ٹ ر   ب و ر ن,9,Hard
غیر منحصر,unnerved,deprived of courage and strength,غ ی ر   م ن ح ص ر,9,Hard
غیر منقطع,unblinking,not shrinking from danger,غ ی ر   م ن ق ط ع,9,Hard
لڑنے والا,battleful,having or showing a ready disposition to fight,ل ڑ ن ے   و ا ل ا,9,Hard
پھٹے ہوئے,rippled,shaken into waves or undulations as by wind,پ ھ ٹ ے   ہ و ئ ے,9,Hard
متفق نہیں,disagreeable,not to your liking,م ت ف ق   ن ہ ی ں,9,Hard
پریشان کن,annoying,causing irritation or annoyance,پ ر ی ش ا ن   ک ن,9,Hard
پتھر مردہ,stone-dead,as lifeless as a stone,پ ت ھ ر   م ر د ہ,9,Hard
حروف تہجی,alphabetic,arranged in order according to the alphabet,ح ر و ف   ت ہ ج ی,9,Hard
پولیسیموس,polysemous,of words; having many meanings,پ و ل ی س ی م و س,9,Hard
غیر یقینی,uncertain,ambiguous (especially in the negative),غ ی ر   ی ق ی ن ی,9,Hard
خواہش مند,aspirant,desiring or striving for recognition or advancement,خ و ا ہ ش   م ن د,9,Hard
بہت زیادہ,overambitious,excessively ambitious,ب ہ ت   ز ی ا د ہ,9,Hard
کیٹیکلینل,cataclinal,of valleys and rivers; running in the direction of the dip in surrounding rock strata,ک ی ٹ ی ک ل ی ن ل,9,Hard
انفلیکشنل,inflectional,characterized by inflections indicating grammatical distinctions,ا ن ف ل ی ک ش ن ل,9,Hard
بے روزگار,unbitter,having or showing no resentment or desire for revenge,ب ے   ر و ز گ ا ر,9,Hard
اس کے بعد,subsequent,following in time or order,ا س   ک ے   ب ع د,9,Hard
اوور لینڈ,overland,traveling or passing over land,ا و و ر   ل ی ن ڈ,9,Hard
پریمیڈیکل,premedical,preceding and preparing for the study of medicine,پ ر ی م ی ڈ ی ک ل,9,Hard
پریپریٹری,preparatory,preceding and preparing for something,پ ر ی پ ر ی ٹ ر ی,9,Hard
غیر منحصر,unappendaged,not having an appendage,غ ی ر   م ن ح ص ر,9,Hard
غیر منحصر,unappetizing,"not appetizing in appearance, aroma, or taste",غ ی ر   م ن ح ص ر,9,Hard
قابل وصول,receivable,awaiting payment,ق ا ب ل   و ص و ل,9,Hard
اجارہ دار,monopteral,having circular columniation,ا ج ا ر ہ   د ا ر,9,Hard
نانبروریل,nonarboreal,not inhabiting or frequenting trees,ن ا ن ب ر و ر ی ل,9,Hard
ہلکا مسلح,light-armed,armed with light equipment and weapons,ہ ل ک ا   م س ل ح,9,Hard
ننگے ہینڈ,barehanded,with bare hands,ن ن گ ے   ہ ی ن ڈ,9,Hard
طویل مسلح,long-armed,having relatively long arms,ط و ی ل   م س ل ح,9,Hard
مضحکہ خیز,elusive,skillful at eluding capture; - David Kline,م ض ح ک ہ   خ ی ز,9,Hard
بیان کریں,articulate,expressing yourself easily or characterized by clear expressive language,ب ی ا ن   ک ر ی ں,9,Hard
خوش گفتار,well-spoken,speaking or spoken fittingly or pleasingly,خ و ش   گ ف ت ا ر,9,Hard
غیر یقینی,unassertive,inclined to timidity or lack of self-confidence,غ ی ر   ی ق ی ن ی,9,Hard
غیر منسلک,unattached,not associated in an exclusive sexual relationship,غ ی ر   م ن س ل ک,9,Hard
آزاد خیال,freestanding,standing apart; not attached to or supported by anything,آ ز ا د   خ ی ا ل,9,Hard
قابل ایبل,attachable,capable of being fastened or added to something else,ق ا ب ل   ا ی ب ل,9,Hard
غیر حقیقی,dreamy,dreamy in mood or nature,غ ی ر   ح ق ی ق ی,9,Hard
چالاکڈنکی,cunning,attractive especially by means of smallness or prettiness or quaintness,چ ا ل ا ک ڈ ن ک ی,9,Hard
توجہ دینا,attention-getting,likely to attract attention,ت و ج ہ   د ی ن ا,9,Hard
ناپسندیدہ,unappealing,not able to attract favorable attention,ن ا پ س ن د ی د ہ,9,Hard
غیر متوقع,unpromising,unlikely to bring about favorable results or enjoyment,غ ی ر   م ت و ق ع,9,Hard
احسان مند,gracious,disposed to bestow favors,ا ح س ا ن   م ن د,9,Hard
تسلیم شدہ,accredited,given official approval to act,ت س ل ی م   ش د ہ,9,Hard
منظورشدہ\,approved,established by authority; given authoritative approval,م ن ظ و ر ش د ہ \,9,Hard
غیر آئینی,unconstitutional,not consistent with or according to a constitution; contrary to the U.S. Constitution,غ ی ر   آ ئ ی ن ی,9,Hard
آٹوتھونوس,autochthonous,"of rocks, deposits, etc.; found where they and their constituents were formed",آ ٹ و ت ھ و ن و س,9,Hard
غیر یقینی,unsuspecting,(often followed by `of') not knowing or expecting; not thinking likely,غ ی ر   ی ق ی ن ی,9,Hard
ناپسندیدہ,unwitting,not aware or knowing,ن ا پ س ن د ی د ہ,9,Hard
بلڈکورڈنگ,bloodcurdling,extremely alarming,ب ل ڈ ک و ر ڈ ن گ,9,Hard
سب سے اہم,foremost,preceding all others in spatial position,س ب   س ے   ا ہ م,9,Hard
پشت پناہی,backed,"having a back or backing, usually of a specified type",پ ش ت   پ ن ا ہ ی,9,Hard
سنگل بستر,single-bedded,having single beds,س ن گ ل   ب س ت ر,9,Hard
فائدہ ہوا,beneficed,having a benefice,ف ا ئ د ہ   ہ و ا,9,Hard
غیر ساختہ,unstratified,not deposited in layers,غ ی ر   س ا خ ت ہ,9,Hard
رش کی طرح,rushlike,resembling rush or sedge,ر ش   ک ی   ط ر ح,9,Hard
ننگے مزاج,naked-muzzled,having a muzzle that is hairless,ن ن گ ے   م ز ا ج,9,Hard
بیلٹ لائک,beltlike,resembling a belt around something,ب ی ل ٹ   ل ا ئ ک,9,Hard
فائدہ مند,beneficent,doing or producing good,ف ا ئ د ہ   م ن د,9,Hard
فائدہ مند,benefic,exerting a favorable or beneficent influence,ف ا ئ د ہ   م ن د,9,Hard
اعلی درجے,high-grade,surpassing in quality,ا ع ل ی   د ر ج ے,9,Hard
خراب کرنا,worsening,changing for the worse,خ ر ا ب   ک ر ن ا,9,Hard
گنجی چہرے,bald-faced,(of animals) having white markings on the face,گ ن ج ی   چ ہ ر ے,9,Hard
پیلا چہرہ,pale-faced,having a pale face,پ ی ل ا   چ ہ ر ہ,9,Hard
ایک پارٹی,one-party,determined by a single party,ا ی ک   پ ا ر ٹ ی,9,Hard
گیارہ رخا,eleven-sided,having eleven sides,گ ی ا ر ہ   ر خ ا,9,Hard
تین lobed,three-lobed,having three lobes,ت ی ن   l o b e d,9,Hard
پانچ لابڈ,five-lobed,having five lobes,پ ا ن چ   ل ا ب ڈ,9,Hard
فول ہارڈی,foolhardy,marked by defiant disregard for danger or consequences; ; -Macaulay,ف و ل   ہ ا ر ڈ ی,9,Hard
بندھا ہوا,tied,fastened with strings or cords,ب ن د ھ ا   ہ و ا,9,Hard
الجھا ہوا,entangled,twisted together in a tangled mass,ا ل ج ھ ا   ہ و ا,9,Hard
پھینک دیا,thrown,twisted together; as of filaments spun into a thread,پ ھ ی ن ک   د ی ا,9,Hard
پرولتاریہ,proletarian,belonging to or characteristic of the proletariat,پ ر و ل ت ا ر ی ہ,9,Hard
اعلی طبقے,upper-class,occupying the highest socioeconomic position in a society,ا ع ل ی   ط ب ق ے,9,Hard
سانس لینا,breathing,passing or able to pass air in and out of the lungs normally; sometimes used in combination,س ا ن س   ل ی ن ا,9,Hard
روشن کرنا,lighting-up,turning lights on,ر و ش ن   ک ر ن ا,9,Hard
سیاہ ہونا,darkening,becoming dark or darker as from waning light or clouding over,س ی ا ہ   ہ و ن ا,9,Hard
غیر منقطع,unshadowed,not darkened or obscured by shadow; - Vilhjalmur Stefansson,غ ی ر   م ن ق ط ع,9,Hard
چمکتا ہوا,beaming,radiating or as if radiating light,چ م ک ت ا   ہ و ا,9,Hard
چمکتا ہوا,glistening,reflecting light,چ م ک ت ا   ہ و ا,9,Hard
خود برائٹ,self-luminous,having in itself the property of emitting light,خ و د   ب ر ا ئ ٹ,9,Hard
بھری ہوئی,loaded,(of statements or questions) charged with associative significance and often meant to mislead or influence,ب ھ ر ی   ہ و ئ ی,9,Hard
غیر منطقی,illiberal,narrow-minded about cherished opinions,غ ی ر   م ن ط ق ی,9,Hard
غیر ساختہ,unreconstructed,adhering to an attitude or position widely held to be outmoded,غ ی ر   س ا خ ت ہ,9,Hard
ابھرتا ہے,faineant,disinclined to work or exertion,ا ب ھ ر ت ا   ہ ے,9,Hard
مضبوط بون,strong-boned,having strong bones,م ض ب و ط   ب و ن,9,Hard
حساب کتاب,calculable,capable of being calculated or estimated,ح س ا ب   ک ت ا ب,9,Hard
قابل گنتی,countable,that can be counted,ق ا ب ل   گ ن ت ی,9,Hard
دھچکا لگا,blow-by-blow,providing great detail,د ھ چ ک ا   ل گ ا,9,Hard
کارول بلٹ,carvel-built,(of ships) built with flush (rather than overlapping) hull planks,ک ا ر و ل   ب ل ٹ,9,Hard
کھدی ہوئی,carved,made for or formed by carving (`carven' is archaic or literary),ک ھ د ی   ہ و ئ ی,9,Hard
کندہ کاری,engraved,cut or impressed into a surface,ک ن د ہ   ک ا ر ی,9,Hard
چالو کرنا,activating,causing motion or action or change,چ ا ل و   ک ر ن ا,9,Hard
تیز رفتار,precipitating,bringing on suddenly or abruptly,ت ی ز   ر ف ت ا ر,9,Hard
غیر منقطع,noncausative,not causative,غ ی ر   م ن ق ط ع,9,Hard
غیر محفوظ,porous,full of pores or vessels or holes,غ ی ر   م ح ف و ظ,9,Hard
جوڑوں میں,porose,forming a continuous series of pores,ج و ڑ و ں   م ی ں,9,Hard
تصدیق شدہ,certified,endorsed authoritatively as having met certain requirements,ت ص د ی ق   ش د ہ,9,Hard
تصدیق شدہ,certificated,furnished with or authorized by a certificate,ت ص د ی ق   ش د ہ,9,Hard
قابل قابل,evitable,capable of being avoided or warded off,ق ا ب ل   ق ا ب ل,9,Hard
غیر منحصر,unrevised,not improved or brought up to date,غ ی ر   م ن ح ص ر,9,Hard
بلیو لیلک,blue-lilac,of lavender tinged with blue,ب ل ی و   ل ی ل ک,9,Hard
مرجان سرخ,coral-red,of red tinged with coral,م ر ج ا ن   س ر خ,9,Hard
گہرا نیلا,dark-blue,of a dark shade of blue,گ ہ ر ا   ن ی ل ا,9,Hard
گہری پیلا,deep-yellow,of something having the color of a pumpkin,گ ہ ر ی   پ ی ل ا,9,Hard
سنہری سبز,golden-green,of green tinged with gold,س ن ہ ر ی   س ب ز,9,Hard
گرے-گلابی,grey-pink,of pink tinged with grey,گ ر ے - گ ل ا ب ی,9,Hard
سبز بھوری,greenish-brown,of brown tinged with green,س ب ز   ب ھ و ر ی,9,Hard
سنتری سرخ,orange-red,of red tinged with orange,س ن ت ر ی   س ر خ,9,Hard
گلابی سرخ,pink-red,of red tinged with pink,گ ل ا ب ی   س ر خ,9,Hard
گلابی رنگ,pink-tinged,of a color tinged with pink,گ ل ا ب ی   ر ن گ,9,Hard
سرخ براؤن,red-brown,of brown tinged with red,س ر خ   ب ر ا ؤ ن,9,Hard
گلاب لیلک,rose-lilac,of lavender tinged with rose,گ ل ا ب   ل ی ل ک,9,Hard
گلاب-ارلہ,rose-purple,of purple with a rose tinge,گ ل ا ب - ا ر ل ہ,9,Hard
نیلی سفید,blue-white,of white tinged with blue,ن ی ل ی   س ف ی د,9,Hard
نیلا کالا,blue-black,of black tinged with blue,ن ی ل ا   ک ا ل ا,9,Hard
روئی سفید,cottony-white,of something as white as cotton,ر و ئ ی   س ف ی د,9,Hard
دودھ سفید,milk-white,of a white the color of fresh milk,د و د ھ   س ف ی د,9,Hard
سفید پھول,white-flowered,(of plants) having white flowers,س ف ی د   پ ھ و ل,9,Hard
نیلی پھول,blue-flowered,having blue flowers,ن ی ل ی   پ ھ و ل,9,Hard
tawny رنگ,tawny-colored,having a tawny color,t a w n y   ر ن گ,9,Hard
غیر رنگین,uncolored,without color,غ ی ر   ر ن گ ی ن,9,Hard
درجہ بندی,classified,arranged into classes,د ر ج ہ   ب ن د ی,9,Hard
غیر منقطع,unclassified,not arranged in any specific grouping,غ ی ر   م ن ق ط ع,9,Hard
رازدارانہ,confidential,the level of official classification for documents next above restricted and below secret; available only to persons authorized to see documents so classified,ر ا ز د ا ر ا ن ہ,9,Hard
تجزیہ کیا,analyzed,examined carefully and methodically; broken down for consideration of constituent parts,ت ج ز ی ہ   ک ی ا,9,Hard
غیر تجزیہ,unanalyzed,not analyzed or broken down for detailed examination,غ ی ر   ت ج ز ی ہ,9,Hard
صاف ستھرا,cleanly,habitually clean,ص ا ف   س ت ھ ر ا,9,Hard
خشک صفائی,dry-cleaned,cleaned with chemical solvents,خ ش ک   ص ف ا ئ ی,9,Hard
غیر محفوظ,unsoiled,without soil or spot or stain,غ ی ر   م ح ف و ظ,9,Hard
بیڈراگلیڈ,bedraggled,limp and soiled as if dragged in the mud,ب ی ڈ ر ا گ ل ی ڈ,9,Hard
گندی چہرہ,dirty-faced,having a dirty face,گ ن د ی   چ ہ ر ہ,9,Hard
غیر منقطع,unswept,not having been swept,غ ی ر   م ن ق ط ع,9,Hard
گندے ہوئے,foul-mouthed,using foul or obscene language,گ ن د ے   ہ و ئ ے,9,Hard
الجھن میں,confused,mentally confused; unable to think with clarity or act intelligently,ا ل ج ھ ن   م ی ں,9,Hard
لباس پہنے,clothed,wearing or provided with clothing; sometimes used in combination; - Bible,ل ب ا س   پ ہ ن ے,9,Hard
کپڑے پہنے,dressed,dressed in fancy or formal clothing,ک پ ڑ ے   پ ہ ن ے,9,Hard
آدھے لباس,half-clothed,inadequately clothed,آ د ھ ے   ل ب ا س,9,Hard
غیر منقطع,uncrannied,without chinks or crannies,غ ی ر   م ن ق ط ع,9,Hard
مار گرانا,knockdown,(furniture) easily assembled and dismantled,م ا ر   گ ر ا ن ا,9,Hard
غیر رپورٹ,unreported,not reported,غ ی ر   ر پ و ر ٹ,9,Hard
آگ لگ گئی,ignited,set afire,آ گ   ل گ   گ ئ ی,9,Hard
ناپسندیدہ,disquieting,causing mental discomfort,ن ا پ س ن د ی د ہ,9,Hard
گراس روٹس,grassroots,of or involving the common people as constituting a fundamental political and economic group,گ ر ا س   ر و ٹ س,9,Hard
بلبرموتھڈ,blabbermouthed,prone to communicate confidential information,ب ل ب ر م و ت ھ ڈ,9,Hard
متاثر ہوا,impacted,wedged or packed in together,م ت ا ث ر   ہ و ا,9,Hard
دیکھ بھال,caring,feeling and exhibiting concern and empathy for others,د ی ک ھ   ب ھ ا ل,9,Hard
agonistic,agonistic,striving to overcome in argument,a g o n i s t i c,9,Hard
غیر منقسم,undivided,not separated into parts or shares; constituting an undivided unit,غ ی ر   م ن ق س م,9,Hard
ٹکڑے ٹکڑے,fragmental,consisting of small disconnected parts,ٹ ک ڑ ے   ٹ ک ڑ ے,9,Hard
